id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
35344038358,353440,SP,Osasco,CRAS Rochdale,,,Porto Alegre - 93,93,,Ao lado do Cartório Eleitoral.,Rochdale,06226180,"-23.511275067767535\,-46.77854597568512",2026-03-12T04:09:15.817Z
35344038562,353440,SP,Osasco,CRAS 1º de Maio,,,Nelson Mandela - 1313,1313,Térreo,Céu das Artes Camila Rossafa,Jardim 1º de Maio,06147001,"-23.5783762\,-46.8070833",2026-03-12T04:09:16.058Z
35344040581,353440,SP,Osasco,CRAS Jardim. D`Abril,,,Prestes Maia - 308,308,,,Jd D Abril,06040000,,2026-03-12T04:09:18.112Z
35345020572,353450,SP,Oscar Bressane,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DO MUNICÍPIO DE OSCAR BRESSANE,,,Salvador Mansoleli - 390,390,CASA,Prédio do CCI ANTIGO.,CENTRO,19770041,"-22.315639224640623\,-50.2815055847168",2026-03-12T04:09:13.180Z
35346003521,353460,SP,Osvaldo Cruz,"CRAS - ""JOSÉ LEÃO BICALHO""",,,Hans Klotz - 1593,1593,,Delegacia de Polícia,Vila Cavarú,17700000,"-21.797\,-50.89",2026-03-12T04:09:13.566Z
35346036317,353460,SP,Osvaldo Cruz,"CRAS - ""AURELINDO DE FREITAS BARBOSA""",,,Hungria - 75,75,,Faculdade Reges,Jd. das Bandeiras,17700000,"-21.792617527194277\,-50.89197635716119",2026-03-12T04:09:16.400Z
35347000002,353470,SP,Ourinhos,CRAS I - Haruko Misato,,,Celestino Lopes Bahia - 1051,1051,,Próximo ao Lar Santo Antonio,Vila São Luiz,19911205,"-22.95714855996565\,-49.882972240448",2026-03-12T04:09:12.628Z
35347000003,353470,SP,Ourinhos,CRAS II - Tata de Leão,,,Vicente Ernesto De Lucca - 550,550,,AO LADO DO MERCADO SANTA CLARA,Helena Braz Vendramini,19915580,"-22.957820335612425\,-49.85698699951172",2026-03-12T04:09:12.628Z
35347000005,353470,SP,Ourinhos,CRAS III - Marcio Henrique Fabiano,,,Domingos Carmelingo Caló - 3120,3120,,,Vila Musa,19905111,"-23.00278219672806\,-49.88416314125062",2026-03-12T04:09:12.572Z
35347000008,353470,SP,Ourinhos,CRAS IV - Sonia Maria Ferreira,,,Osório Alves da Silva - 565,565,,,Pq. Minas Gerais,19913140,"-22.983325582850092\,-49.85381126403809",2026-03-12T04:09:12.679Z
35347503849,353475,SP,Ouroeste,Centro de Referencia de Assistencia Social,,,Marcelino Rodrigues da Costa - 9,9,Quadra 33,Secretaria Municipal de Promoção e Ação Social -,centro,15685000,"-20.003399833188087\,-50.37328004837036",2026-03-12T04:09:15.059Z
35348033805,353480,SP,Ouro Verde,CRAS,,,Rua Goias  - 1113,1113,,saída para CAIC,primavera,17920000,"-21.491048582029048\,-51.70372009277344",2026-03-12T04:09:17.272Z
35349032031,353490,SP,Pacaembu,CRAS,,,Stélio Machado Loureiro - 1182,1182,,Próximo ao Banco do Brasil.,Esplanada,17860000,"-21.565442162958682\,-51.26340866088868",2026-03-12T04:09:16.779Z
35350009574,353500,SP,Palestina,CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,,,BRASIL - 1867,1867,,,COHAB,15470000,"-20.38437844295748\,-49.4305157661438",2026-03-12T04:09:12.515Z
35351031683,353510,SP,Palmares Paulista,CRAS,,,Hermelindo Ruette de Oliveira - 245,245,,Ao Lado do Centro Cultural Artistico,Centro,15828000,"-21.086467143576915\,-48.80718648433686",2026-03-12T04:09:15.817Z
35352003569,353520,SP,Palmeira D´oeste,CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO - 60134,60134,PREDIO,Esquina com o ESF do Jardim Pioneiro.,CENTRO,15720027,"-20.410824732184135\,-50.762726068496704",2026-03-12T04:09:14.448Z
35353000767,353530,SP,Palmital,"CRAS ""Dr. Emílio Valério Neto""",,,Uruguai - 119,119,,,São José,19970000,"-22.777625765377717\,-50.211553573608406",2026-03-12T04:09:12.729Z
35354035873,353540,SP,Panorama,CRAS,,,JULIO BARATA - 748,748,,Próximo ao mercado Beira Rio,CENTRO,17980005,"-21.35809548135486\,-51.85765743255616",2026-03-12T04:09:16.861Z
35355001040,353550,SP,Paraguaçu Paulista,CRAS I - Governador Mário Covas,,,Rua Jequitibá - 507,507,,,Conjunto Habitacional Governador Mário Covas,19705068,"-22.430898846266157\,-50.57192444801331",2026-03-12T04:09:12.786Z
35355035205,353550,SP,Paraguaçu Paulista,CRAS II - BARRA FUNDA,,,FERNANDO COSTA - 187,187,,Próximo ao Parque Buracão,BARRA FUNDA,19707050,"-22.417891964858256\,-50.592126846313484",2026-03-12T04:09:16.861Z
35355038980,353550,SP,Paraguaçu Paulista,CRAS III - Vila Nova,,,JOSE LINO DE PAIVA - 304,304,,,JARDIM AMERICA,19700100,"-22.417872128805595\,-50.59221267700196",2026-03-12T04:09:18.538Z
35356031605,353560,SP,Paraibuna,CRAS Edna Maria Matheus Rodrigues Cantinho,,,Major João Elias de Calazans - 365,365,fundos,"forum municipal, diretoria de bem estar social e Cemitério Municipal",Centro,12260000,"-23.3898325\,-45.6592789",2026-03-12T04:09:16.400Z
35357002864,353570,SP,Paraíso,Centro de Referência de Assistência Social do Município de Paraíso,,,Rua São Sebastião - 313,313,predio,anexo escola estadual,centro,15825000,"-21.016\,-48.774",2026-03-12T04:09:13.981Z
35358015465,353580,SP,Paranapanema,CRAS Vila Leme,,,NEOPOLO TEODORO DA SILVA - 00,00,,Em frente ao Destacamento da Policia Militar,centro,18720000,"-23.382401329380748\,-48.72801303863526",2026-03-12T04:09:14.771Z
35359001627,353590,SP,Paranapuã,CRAS - CASA DA FAMILIA,,,JOÃO CARDOSO - 2628,2628,,Próximo a Delegacia de Policia.,CENTRO,15745000,"-20.103835810502375\,-50.58955192565919",2026-03-12T04:09:14.448Z
35360035911,353600,SP,Parapuã,CRAS CASA DA FAMÍLIA,,,PERNAMBUCO - 905,905,-,CLUBE DA PISCINA,CENTRO,17730061,"-21.780144453586004\,-50.794343948364265",2026-03-12T04:09:16.058Z
35361032269,353610,SP,Pardinho,CRAS,,,"HUMBERTO VICENTINI, SN - 0",0,,ANTIGO PRÉDIO DA CRECHE LUIZA RODER ALVES,CDHU III,18640000,"-23.08164654869434\,-48.38029146194458",2026-03-12T04:09:15.742Z
35362001431,353620,SP,Pariquera-açu,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,ROMEU MONTI - - 258,258,LADO B,Ao lado da escola EMEI Abelhinha,CENTRO,11930000,"-24.714848797334955\,-47.88084268569947",2026-03-12T04:09:15.059Z
35362530233,353625,SP,Parisi,CRAS - Centro de Referência da Assistência Social,,,Dom Cardeal Sebastião Leme - 239,239,Casa,,Centro,15525009,"-20.305912932560073\,-50.013563632965095",2026-03-12T04:09:14.990Z
35363000289,353630,SP,Patrocínio Paulista,PRÓ FAMILIA,,,Coronel João Vilela - 1030,1030,,,CENTRO,14415000,"-20.643057514857496\,-47.28167152352399",2026-03-12T04:09:11.974Z
35364032193,353640,SP,Paulicéia,CRAS VIDA FELIZ,,,EZEQUIEL JOAQUIM DE OLIVEIRA  - 1839,1839,,Praça São Pedro,CENTRO,17990000,"-21.314024113950616\,-51.831693649292",2026-03-12T04:09:16.670Z
35365004222,353650,SP,Paulínia,CRAS João Aranha,,,SATURNINO DE BRITO - 355,355,,,JOÃO ARANHA,13145652,"-22.73686405900293\,-47.177610397338874",2026-03-12T04:09:15.059Z
35365038318,353650,SP,Paulínia,CRAS Monte Alegre,,,Antônio Baptista Piva - 1614,1614,,Lotérica Monte Alegre,Parque Bom Retiro,13142302,"-22.779762451195555\,-47.17316865921021",2026-03-12T04:09:16.476Z
35365040063,353650,SP,Paulínia,CRAS PLANALTO,,,ADOLPHO BOTASSO - 100,100,,AO LADO DA UNIDADE BÁSICA DE SAÚDE - PLANALTO,JARDIM PLANALTO,13145111,"-22.7512713\,-47.17395909432445",2026-03-12T04:09:15.905Z
35365700851,353657,SP,Paulistânia,CRAS - CENTRO DE REFERENCIA DE ASSISTECIA SOCIAL,,,ROSINEI CODATO - 0142,0142,,Ao lado do Centro Comunitario de Paulistania/SP,Nucleo Hab. Manoel Francisco Casaca,17150054,"-22.572457479823814\,-49.39724564552308",2026-03-12T04:09:12.393Z
35366006326,353660,SP,Paulo de Faria,"Centro de Referencia de Assistencia Social -CRAS- ""Casa das Familias""",,,Maria Ines de Campos Gama  - 415,415,,Praça de Caminhada,Ipanema,15490000,"-20.033545940209162\,-49.40751850605011",2026-03-12T04:09:12.515Z
35367000358,353670,SP,Pederneiras,CRAS CIDADE NOVA,,,FELISBERTO JOSE MAGNANI - 620,620,OESTE,,CIDADE NOVA,17285512,"-22.321782\,-48.7977339",2026-03-12T04:09:12.448Z
35367040023,353670,SP,Pederneiras,CRAS ANTONIO DE CONTI,,,Josefina Lorenzeti - 1085,1085,oeste,proximo a Posto de saude Antonio de Conti,Antonio De Conti,17282532,"-22.352\,-48.775",2026-03-12T04:09:16.550Z
35368035685,353680,SP,Pedra Bela,CRAS PEDRA BELA,,,NOSSA SENHORA APARECIDA  - 39,39,,,CENTRO,12990000,"-22.792008180823206\,-46.4421272277832",2026-03-12T04:09:18.226Z
35369015502,353690,SP,Pedranópolis,CRAS Pedranópolis,,," Jose Amaral - 445",445,,Ao lado do Loteamento ADUPE,Centro,15630000,"-20.251500290265525\,-50.110389245601255",2026-03-12T04:09:14.990Z
35370000380,353700,SP,Pedregulho,CRAS - CENTRO DE REFERÊNCIA DE ASSISTENCIA SOCIAL BELA VISTA,,,Rodolfo de Almeida - 96,96,,,Bela Vista,14470000,"-20.247964688717506\,-47.47879028320313",2026-03-12T04:09:11.974Z
35371006244,353710,SP,Pedreira,CRAS - Centro de Referência de Assistência Social,,,Avenida Adelino dos Santos Gouveia - 130,130,0,Em frente a quadra de futebol,Conjunto Habitacional Rainha da Paz,13920520,"-22.72153569940516\,-46.89255058765412",2026-03-12T04:09:15.223Z
35371532393,353715,SP,Pedrinhas Paulista,CRAS IRMÃ MARIA LEONTINA,,,Rua do Trabalho - 676,676,,,Centro,19865005,"-22.81387070053847\,-50.790972411632545",2026-03-12T04:09:18.538Z
35372014759,353720,SP,Pedro de Toledo,CRAS - Casa da Familia de Pedro de Toledo,,,Av. Brasil - 529,529,,,CENTRO,11790000,"-24.275\,-47.233",2026-03-12T04:09:12.945Z
35373010446,353730,SP,Penápolis,CRAS Yone Lacava Pereira,,,Manoel Foz - 515,515,Bloco II,Cemiterio Santa Cruz,Vila Aparecida,16300194,"-21.4148390733574\,-50.06834506988526",2026-03-12T04:09:14.542Z
35373038896,353730,SP,Penápolis,CRAS Maria Teresa Lopes Garcia Waldemarin,,,Manoel Arroio Valero - 201,201,,,Morada do Sol,16308412,"-21.404241282044485\,-50.08140206336976",2026-03-12T04:09:18.406Z
35374038338,353740,SP,Pereira Barreto,CRAS de Pereira Barreto,,,DR. DERMIVAL FRANCESCHI - 2282,2282,,PRÓXIMO A ESCOLA CENE,JARDIM ALVORADA,15370032,"-20.639159940801786\,-51.107475757598884",2026-03-12T04:09:17.061Z
35375032035,353750,SP,Pereiras,CRAS - Casa das Familias,,,CORONEL JOSE BONINI - 200,200,FUNDOS,Próximo a Secretaria Municipal de Assistência Social,Centro,18580011,"-23.08085694942322\,-47.97630786895753",2026-03-12T04:09:16.779Z
35376009790,353760,SP,Peruíbe,CRAS CARAGUAVA,,,Jundiaí - 890,890,,Prédio do antigo NIP,Caraminguava,11783128,"-24.3037679157588\,-47.02281475067139",2026-03-12T04:09:13.180Z
35376030518,353760,SP,Peruíbe,CRAS VILA ERMINDA,,,Hum - 81,81,Casa,"Virar a direita na Rua do Mercado Samanno, uma quadra antes da E.E. Luiz Abel.",Jardim dos Prados,11776750,"-24.264962857868223\,-46.9608235359192",2026-03-12T04:09:13.180Z
35377015041,353770,SP,Piacatu,CRAS - Centro de Referência de Assistência Social de Piacatu,,,ZUALDO PAGANINI - 272,272,,AO LADO DO FUNDO SOCIAL DE SOLIDARIEDADE,Centro,16230039,"-21.59160159270723\,-50.599808692932136",2026-03-12T04:09:14.692Z
35378000885,353780,SP,Piedade,CRAS PIETÁ,,,QUINTINO BOCAIUVA - 155,155,,,Centro,18170000,"-23.712733519925393\,-47.41852641105652",2026-03-12T04:09:12.729Z
35378000891,353780,SP,Piedade,CRAS Profª Marlene Guazzelli Tardeli Abraão,,,Rua Laurindo Vieira Cardoso - 01,01,,,Vila Moraes,18170000,"-23.765884947250232\,-47.415275573730476",2026-03-12T04:09:12.214Z
35378039911,353780,SP,Piedade,CRAS ITINERANTE,,,CORAÇÃO DE JESUS - 168,168,,,CENTRO,18170000,"-23.712\,-47.428",2026-03-12T04:09:18.460Z
35379005043,353790,SP,Pilar do Sul,CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL MARIA DAS DORES ROSA,,,PRESBÍTERO ADOLFO DE GOES - 250,250,,,NOVA PILAR,18185000,"-23.802936681653808\,-47.7280855178833",2026-03-12T04:09:12.448Z
35380002383,353800,SP,Pindamonhangaba,CRAS Cidade Nova,,,Rio de Janeiro - 475,475,,,Cidade Nova,12414010,"-22.9445277\,-45.4084221",2026-03-12T04:09:14.448Z
35380002390,353800,SP,Pindamonhangaba,CRAS Centro,,,Dr. Laerte de Assunção Júnior - 51,51,,,Campo Alegre,12412040,"-22.939636760702342\,-45.46180665493012",2026-03-12T04:09:14.335Z
35380002393,353800,SP,Pindamonhangaba,CRAS Moreira César,,,Carlos Augusto Machado - 63,63,,,Jardim Azeredo,12441020,"-22.91819963020489\,-45.36435127258301",2026-03-12T04:09:14.335Z
35380002401,353800,SP,Pindamonhangaba,CRAS Castolira,,,Regina Celia Pestana Cesar - 276,276,,,Castolira,12405490,"-22.9252693\,-45.4377338",2026-03-12T04:09:14.448Z
35380002402,353800,SP,Pindamonhangaba,CRAS Araretama,,,José Alves Pereira Sobrinho - 36,36,,,Araretama,12426320,"-22.94908699198812\,-45.494695901870735",2026-03-12T04:09:14.335Z
35381003353,353810,SP,Pindorama,CRAS OLINDA SALA DE OLIVEIRA,,,XV DE NOVEMBRO - 556,556,casa,Ao lado direito do CECOTRA.,CENTRO,15830000,"-21.189163493101063\,-48.90362799167634",2026-03-12T04:09:13.981Z
35382006634,353820,SP,Pinhalzinho,CRAS Pinhalzinho,,,HENRIQUETA PIOIVESAN TORRICELLI - 00,00,não tem,ANTIGO CENTRO COMUNITARIO DO CONJUNTO DE CASA POPULARES DE PINHALZINHO,JARDIM DO LIMÃO,12995000,"-22.787151565005566\,-46.59064114093781",2026-03-12T04:09:15.292Z
35383006375,353830,SP,Piquerobi,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,Presidente Vargas - 360,360,predio,Energisa,CENTRO,19410000,"-21.868\,-51.729",2026-03-12T04:09:12.448Z
35385015123,353850,SP,Piquete,CRAS Centro/ Casa da Família,,,Joaquim Serafim Machado - 68,68,,,São José,12620000,"-22.605394157109096\,-45.18672466278076",2026-03-12T04:09:11.974Z
35386000533,353860,SP,Piracaia,CRAS BATATUBA,,,ACRE - 30,30,,,BATATUBA,12970000,"-23.0918135\,-46.4152536",2026-03-12T04:09:15.292Z
35387001221,353870,SP,Piracicaba,CRAS Novo Horizonte,,,Frei Francisco Antonio Perin - 925,925,,Ao lado da Unidade de Saúde da Família Kobayat Libano,Novo Horizonte,13402245,"-22.755473125448912\,-47.67682179808617",2026-03-12T04:09:13.060Z
35387001225,353870,SP,Piracicaba,CRAS Mario Dedini,,,Luiz Ralf Benatti - 1400,1400,,,Mario Dedini,13412248,"-22.67760188069996\,-47.656551003456116",2026-03-12T04:09:12.945Z
35387001233,353870,SP,Piracicaba,CRAS Piracicamirim,,,Leontino Boscariol - 50,50,,Ao lado do Terminal Integração Intermunicipal Piracicamirim,Piracicamirim,13420340,"-22.73558296838717\,-47.62817859649659",2026-03-12T04:09:13.001Z
35387001236,353870,SP,Piracicaba,Cras Jardim São Paulo,,,Felinto de Brito - 366,366,,,Jardim São Paulo,13401473,"-22.753645108254602\,-47.65465736389161",2026-03-12T04:09:13.060Z
35387001240,353870,SP,Piracicaba,CRAS Vila Sonia,,,Padre Otto Andreas Josef Wolf - 720,720,,,Vila Sonia,13408343,"-22.668833226574517\,-47.693554759025574",2026-03-12T04:09:13.001Z
35387009668,353870,SP,Piracicaba,CRAS São José,,,Professor Demosthenes dos Santos Correa - 1333,1333,,,São José,13402265,"-22.74426538894973\,-47.66828298568726",2026-03-12T04:09:13.060Z
35388001058,353880,SP,Piraju,CRAS I - VILA TIBIRIÇÁ,,,JOSE DOMINGUES FERREIRA - 53,53,,,CONJUNTO HABITACIONAL SERGIO GARCIA,18810696,"-23.16969720893073\,-49.38315868377686",2026-03-12T04:09:12.729Z
35388006071,353880,SP,Piraju,CRAS II - PARAÍSO,,,DAS ACACIAS - 100,100,,,JARDIM ANA MARIA,18803120,"-23.202893585678087\,-49.37899053096772",2026-03-12T04:09:12.729Z
35388039979,353880,SP,Piraju,CRAS III - TETO,,,DOS EXPEDICIONÁRIOS - 0,0,,,CONJUNTO HABITACIONAL AUGUSTO VMORINI,18808076,"-23.19279775\,-49.398456942293585",2026-03-12T04:09:18.538Z
35389003211,353890,SP,Pirajuí,CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,QUINTINO BOCAIUVA - 445,445,,,CENTRO,16600059,"-22.000987376641937\,-49.45699930205592",2026-03-12T04:09:13.981Z
35390031103,353900,SP,Pirangi,CRAS,,,Cantídio Fabriciano Ribeiro - 60,60,,,Centro,15820001,"-21.096071828697653\,-48.661558628082275",2026-03-12T04:09:18.406Z
35391003103,353910,SP,Pirapora do Bom Jesus,CRAS Payol,,,MARGINAL - 0,0,,,Parque Payol 1,06550000,"-23.413642084695798\,-46.98171526193619",2026-03-12T04:09:15.292Z
35391015262,353910,SP,Pirapora do Bom Jesus,CRAS Jardim Bom Jesus,,,alaor viegas - 444,444,,,Jardim Bom Jesus,06550000,"-23.400579023571783\,-47.00708627700806",2026-03-12T04:09:15.292Z
35392003993,353920,SP,Pirapozinho,CRAS Joaquim Cristovam de Almeida,,,BERTASSO - 1981,1981,ESQUINA,,JARDIM SOLEDADE,19200000,"-22.28075732372299\,-51.50839090347291",2026-03-12T04:09:12.393Z
35393002266,353930,SP,Pirassununga,CRAS VILA SÃO PEDRO,,,Francisco Caruso - 1205,1205,,,Vila São Pedro,13632110,"-22.003724027028976\,-47.41059064908769",2026-03-12T04:09:13.981Z
35393006422,353930,SP,Pirassununga,CRAS VILA SANTA FÉ,,,Rua São Sebastião - 1300,1300,,Estrada para Cachoeira de Emas.,Vila santa Fé,13640408,"-21.949785920300123\,-47.37499237104203",2026-03-12T04:09:13.981Z
35394001984,353940,SP,Piratininga,CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE PIRATININGA,,,DO TURISTA - 8,8,,proximo ao Thermas Aguas Quentes,centro,17490087,"-22.413\,-49.135",2026-03-12T04:09:12.336Z
35395002651,353950,SP,Pitangueiras,CRAS I - Centro de Referência de Assistência Social - Jardim Santa Vitória,,,Avenida Café - 27,27,Prédio,Escola Estadual Maria Falconi de Felicio,Centro,14750017,"-21.0145086\,-48.2321316",2026-03-12T04:09:15.292Z
35396030542,353960,SP,Planalto,"CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL ""ANGELINA DE SOUZA LOPES""",,,RUI BARBOSA - 697,697,PRÉDIO,PERTO DA CÂMARA MUNICIPAL,CENTRO,15260000,"-21.033237234467286\,-49.91912841796876",2026-03-12T04:09:14.692Z
35397020601,353970,SP,Platina,CRAS Centro de referência de Assistência Social,,,DAVINA INOCENCIO DE OLIVEIRA  - 210,210,,,JUVENAL BERNINI,19990482,"-22.630985218466837\,-50.20292758941651",2026-03-12T04:09:12.786Z
35398003506,353980,SP,Poá,CRAS JARDIM SÃO JOSÉ,,,ÁGUAS DE SÃO PEDRO - 411,411,,"Em frente a E.E. Américo Franco, próximo ao terminal rodoviário do Jardim São José.",JARDIM SÃO JOSÉ,08567200,"-23.549864453561085\,-46.35393619537354",2026-03-12T04:09:15.362Z
35398003616,353980,SP,Poá,CRAS VILA JAÚ,,,GERONIMO MAZIERO - 0,0,,AO LADO POSTO DE SAÚDE VILA JAÚ,VILA JAÚ,08559060,"-23.515328321183098\,-46.33606731891633",2026-03-12T04:09:15.362Z
35398030705,353980,SP,Poá,CRAS CIDADE KEMEL,,,VITOR BARBOSA GUISAR - 179,179,,PRÓXIMO EMEB - JOSE ANTONIO BORTOLOZZO,CIDADE KEMEL,08554140,"-23.514875779658723\,-46.362406611442566",2026-03-12T04:09:17.127Z
35398030879,353980,SP,Poá,CRAS CALMON VIANA,,,ALFREDO DINIZ  - 50,50,,,BIRITIBA,08562440,"-23.535366480733064\,-46.33876562118531",2026-03-12T04:09:18.112Z
35399010325,353990,SP,Poloni,CRAS - ABRINDO CAMINHOS E FORTALECENDO VINCULOS,,,AUGUSTA MAGRINI SANITA - 117,117,Prédio,Em frente o Departamento Social,Angela Facco Borsato,15160340,"-20.786569495570557\,-49.80862140655518",2026-03-12T04:09:14.990Z
35400020030,354000,SP,Pompéia,CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL - JOSÉ RODRIGUES DE CARVALHO,,,PEDRO PAULINO FILHO - 220,220,,,JARDIM PRIMAVERA,17582104,"-22.100949112606\,-50.18400192260743",2026-03-12T04:09:13.180Z
35401003080,354010,SP,Pongaí,CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,,,CORONEL LAZARO LOPES DE MORAES - 271,271,,,CENTRO,16660000,"-21.737596339615465\,-49.35747385025025",2026-03-12T04:09:14.071Z
35402032215,354020,SP,Pontal,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL REGINA CELIA ALVES RODRIGUES,,,RUA ANANIAS DA COSTA FREITAS - 240,240,,,CENTRO,14180000,"-21.023518331287587\,-48.038122057914734",2026-03-12T04:09:18.347Z
35402503955,354025,SP,Pontalinda,CRAS DANILO CARLOS GALERA,,,BRASIL - 1290,1290,,,COHAB JOSÉ CARDOSO PEREIRA,15718000,"-20.440766318264902\,-50.51962137222291",2026-03-12T04:09:14.692Z
35403003421,354030,SP,Pontes Gestal,CRAS DE PONTES GESTAL,,,BENEDITO ANTONIO PEREIRA - 917,917,,,CENTRO,15560000,"-20.181667048551745\,-49.70005095005036",2026-03-12T04:09:15.059Z
35404000603,354040,SP,Populina,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,PERNAMBUCO - 1230,1230,,,CENTRO,15670033,"-19.954\,-50.538",2026-03-12T04:09:14.335Z
35405006535,354050,SP,Porangaba,Centro de Referência de Asisistência Social,,,PROFESSOR ANTONIO FREIRE DE SOUZA - 215,215,A,PRÓXIMO AO SINDICATO RURAL,Centro,18260003,"-23.176049143427274\,-48.12479496002198",2026-03-12T04:09:12.277Z
35406003711,354060,SP,Porto Feliz,CRAS-JARDIM VANTE,,,JOSE TEODORO DE ALMEIDA - 210,210,,Próximo a Escola Estadual Esther Maurino,FIORAVANTE ANGELIERI,18540000,"-23.18662188134269\,-47.53376483917237",2026-03-12T04:09:12.336Z
35406038122,354060,SP,Porto Feliz,CRAS JARDIM EXCELSIOR,,,Profª Aurora Machado Guimarães - 38,38,,,Jardim Excelsior,18540000,"-23.191907936974427\,-47.525374889373786",2026-03-12T04:09:18.460Z
35406039267,354060,SP,Porto Feliz,CRAS VILA ANGELICA,,,SANTA INES - 155,155,,,VILA ANGELICA,18540000,"-23.217861804397337\,-47.518637180328376",2026-03-12T04:09:18.460Z
35407001238,354070,SP,Porto Ferreira,CRAS JD ANÉSIA,,,Josepha da Costa Ramos Rezende - 85,85,,,Jardim Anésia I,13660000,"-21.84702010113659\,-47.50235080718995",2026-03-12T04:09:14.071Z
35407039227,354070,SP,Porto Ferreira,CRAS JD CENTENÁRIO,,,Marginal Armindo Gonçalves Torres - 865,865,,,Jardim Centenário,13665140,"-21.83887398034345\,-47.462482452392585",2026-03-12T04:09:18.290Z
35407040139,354070,SP,Porto Ferreira,CRAS JD DORNELLES,,,Rua Abílio Ferreira Silva - 85,85,,,Jardim Dornelles,13660000,"-21.854\,-47.479",2026-03-12T04:09:18.290Z
35407040165,354070,SP,Porto Ferreira,CRAS VILA MARIA,,,Batista Arnoni - 334,334,,,Santa Maria,13660322,"-21.854\,-47.479",2026-03-12T04:09:18.290Z
35407503708,354075,SP,Potim,CRAS,,,Antonio de Oliveira Portes - 338,338,,Próximo ao Farmacia GS FARMA,Centro,12525050,"-22.83906190131502\,-45.255239009857185",2026-03-12T04:09:11.974Z
35408002760,354080,SP,Potirendaba,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,Conselheiro Rui Barbosa - 770,770,casa,,Cetro,15105013,"-21.047957086075506\,-49.37298774719239",2026-03-12T04:09:12.277Z
35408532023,354085,SP,Pracinha,CRAS Casa das Famílias,,,Avenida Independência - 384,384,,,centro,17790000,"-21.852895376815145\,-51.08713388442994",2026-03-12T04:09:18.460Z
35409006656,354090,SP,Pradópolis,"CRAS ""Gervásio Fagundes de Oliveira""",,,MONTE SERENO - 1154,1154,,,JARDIM BELA VISTA,14850000,"-21.3547780979285\,-48.08739423751832",2026-03-12T04:09:15.292Z
35410002512,354100,SP,Praia Grande,CRAS Melvi,,,Marcelino de Oliveira - 44,44,,Ao lado da USAFA Melvi.,Jd. Melvi,11712050,"-24.041809990071773\,-46.52838841080666",2026-03-12T04:09:13.457Z
35410002515,354100,SP,Praia Grande,CRAS Quietude,,,Ministro Marcos Freire - 6650,6650,,Ao lado da Guarda Municipal,Quietude,11718140,"-24.019551695099846\,-46.476297229528434",2026-03-12T04:09:13.397Z
35410002516,354100,SP,Praia Grande,CRAS Vila Sônia,,,João Andrade de Jesus - 0,0,,,Vila Sônia,11721170,"-23.996809540376862\,-46.4558494091034",2026-03-12T04:09:14.071Z
35410002517,354100,SP,Praia Grande,CRAS Canto do Forte,,,XIXOVÁ - 1130,1130,,,Canto do Forte,11700430,"-24.00492794398336\,-46.401137709617615",2026-03-12T04:09:13.397Z
35410038948,354100,SP,Praia Grande,CRAS Esmeralda,,,Ana Pereira de França - 295,295,,Ao lado do CAFE Sérgio Mainente,Esmeralda,11713280,"-24.03148973462278\,-46.51851117610932",2026-03-12T04:09:15.817Z
35410039523,354100,SP,Praia Grande,CRAS Nova Mirim,,,Lazurita - 289,289,,Próximo ao Retorno do Ônibus 13 e Rua 18 do Canal,Nova Mirim,11717075,"-24.02267534014022\,-46.50338888168335",2026-03-12T04:09:16.861Z
35410502868,354105,SP,Pratânia,CRAS Centro de Referência de Assistência Social,,,Manoel Correa da Silva - 1343,1343,A,,Nova Prata,18660019,"-22.808901130198105\,-48.66936922073365",2026-03-12T04:09:15.059Z
35411000354,354110,SP,Presidente Alves,CRAS Central,,,Antonio Moura Torres  - 08,08,,Próximo ao correio,Centro,16670000,"-22.098583252124968\,-49.43819761276245",2026-03-12T04:09:14.071Z
35412000936,354120,SP,Presidente Bernardes,CRAS Centro de Referência de Assistência Social,,,Antonio de Almeida - 46,46,,,centro,19300015,"-22.00595055674116\,-51.554514169693",2026-03-12T04:09:12.336Z
35413000542,354130,SP,Presidente Epitácio,CRAS Vila Palmira,,,São Luiz - 115,115,,,Vila Palmira,19470000,"-21.764661189923125\,-52.10238218307496",2026-03-12T04:09:12.448Z
